Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 12942ms | tok/sec: 20,255 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00685 (93.3%) | loss: 3.092983 | lrm: 0.13 | dt: 416ms | tok/sec: 629,840 | mfu: 15.2% | epoch: 1 | remaining: 20s    
step 00686 (93.4%) | loss: 3.089328 | lrm: 0.13 | dt: 415ms | tok/sec: 631,070 | mfu: 15.2% | epoch: 1 | remaining: 19s    
step 00687 (93.5%) | loss: 3.086430 | lrm: 0.13 | dt: 416ms | tok/sec: 630,223 | mfu: 15.2% | epoch: 1 | remaining: 19s    
step 00688 (93.7%) | loss: 3.090228 | lrm: 0.13 | dt: 416ms | tok/sec: 630,906 | mfu: 15.2% | epoch: 1 | remaining: 19s    
step 00689 (93.8%) | loss: 3.093650 | lrm: 0.12 | dt: 416ms | tok/sec: 630,430 | mfu: 15.2% | epoch: 1 | remaining: 18s    
step 00690 (94.0%) | loss: 3.095324 | lrm: 0.12 | dt: 416ms | tok/sec: 630,794 | mfu: 15.2% | epoch: 1 | remaining: 18s    
step 00691 (94.1%) | loss: 3.103460 | lrm: 0.12 | dt: 415ms | tok/sec: 631,016 | mfu: 15.2% | epoch: 1 | remaining: 17s    
step 00692 (94.2%) | loss: 3.095194 | lrm: 0.12 | dt: 417ms | tok/sec: 628,860 | mfu: 15.2% | epoch: 1 | remaining: 17s    
step 00693 (94.4%) | loss: 3.098363 | lrm: 0.11 | dt: 415ms | tok/sec: 631,260 | mfu: 15.3% | epoch: 1 | remaining: 16s    
step 00694 (94.5%) | loss: 3.094359 | lrm: 0.11 | dt: 417ms | tok/sec: 629,355 | mfu: 15.2% | epoch: 1 | remaining: 16s    
step 00695 (94.7%) | loss: 3.091318 | lrm: 0.11 | dt: 416ms | tok/sec: 630,588 | mfu: 15.2% | epoch: 1 | remaining: 16s    
step 00696 (94.8%) | loss: 3.089826 | lrm: 0.10 | dt: 415ms | tok/sec: 631,608 | mfu: 15.3% | epoch: 1 | remaining: 15s    
step 00697 (94.9%) | loss: 3.085420 | lrm: 0.10 | dt: 416ms | tok/sec: 629,848 | mfu: 15.2% | epoch: 1 | remaining: 15s    
step 00698 (95.1%) | loss: 3.087913 | lrm: 0.10 | dt: 415ms | tok/sec: 631,168 | mfu: 15.3% | epoch: 1 | remaining: 14s    
step 00699 (95.2%) | loss: 3.087951 | lrm: 0.10 | dt: 417ms | tok/sec: 629,178 | mfu: 15.2% | epoch: 1 | remaining: 14s    
step 00700 (95.4%) | loss: 3.087675 | lrm: 0.09 | dt: 415ms | tok/sec: 631,337 | mfu: 15.3% | epoch: 1 | remaining: 14s    
step 00701 (95.5%) | loss: 3.085307 | lrm: 0.09 | dt: 416ms | tok/sec: 630,706 | mfu: 15.2% | epoch: 1 | remaining: 13s    
step 00702 (95.6%) | loss: 3.079959 | lrm: 0.09 | dt: 417ms | tok/sec: 628,541 | mfu: 15.2% | epoch: 1 | remaining: 13s    
step 00703 (95.8%) | loss: 3.075622 | lrm: 0.08 | dt: 415ms | tok/sec: 631,428 | mfu: 15.3% | epoch: 1 | remaining: 12s    
step 00704 (95.9%) | loss: 3.071575 | lrm: 0.08 | dt: 417ms | tok/sec: 629,309 | mfu: 15.2% | epoch: 1 | remaining: 12s    
step 00705 (96.0%) | loss: 3.082335 | lrm: 0.08 | dt: 415ms | tok/sec: 631,801 | mfu: 15.3% | epoch: 1 | remaining: 11s    
step 00706 (96.2%) | loss: 3.084401 | lrm: 0.08 | dt: 416ms | tok/sec: 630,689 | mfu: 15.2% | epoch: 1 | remaining: 11s    
step 00707 (96.3%) | loss: 3.080841 | lrm: 0.07 | dt: 415ms | tok/sec: 631,459 | mfu: 15.3% | epoch: 1 | remaining: 11s    
step 00708 (96.5%) | loss: 3.079338 | lrm: 0.07 | dt: 415ms | tok/sec: 631,357 | mfu: 15.3% | epoch: 1 | remaining: 10s    
step 00709 (96.6%) | loss: 3.072985 | lrm: 0.07 | dt: 417ms | tok/sec: 628,884 | mfu: 15.2% | epoch: 1 | remaining: 10s    
step 00710 (96.7%) | loss: 3.064894 | lrm: 0.07 | dt: 415ms | tok/sec: 631,164 | mfu: 15.2% | epoch: 1 | remaining: 9s    
step 00711 (96.9%) | loss: 3.068700 | lrm: 0.06 | dt: 417ms | tok/sec: 629,162 | mfu: 15.2% | epoch: 1 | remaining: 9s    
step 00712 (97.0%) | loss: 3.073598 | lrm: 0.06 | dt: 416ms | tok/sec: 630,598 | mfu: 15.2% | epoch: 1 | remaining: 9s    
step 00713 (97.2%) | loss: 3.068086 | lrm: 0.06 | dt: 415ms | tok/sec: 631,179 | mfu: 15.3% | epoch: 1 | remaining: 8s    
step 00714 (97.3%) | loss: 3.071281 | lrm: 0.05 | dt: 416ms | tok/sec: 629,551 | mfu: 15.2% | epoch: 1 | remaining: 8s    
step 00715 (97.4%) | loss: 3.077217 | lrm: 0.05 | dt: 416ms | tok/sec: 630,652 | mfu: 15.2% | epoch: 1 | remaining: 7s    
step 00716 (97.6%) | loss: 3.082797 | lrm: 0.05 | dt: 416ms | tok/sec: 630,191 | mfu: 15.2% | epoch: 1 | remaining: 7s    
step 00717 (97.7%) | loss: 3.079605 | lrm: 0.05 | dt: 416ms | tok/sec: 630,106 | mfu: 15.2% | epoch: 1 | remaining: 6s    
step 00718 (97.8%) | loss: 3.083757 | lrm: 0.04 | dt: 415ms | tok/sec: 631,981 | mfu: 15.3% | epoch: 1 | remaining: 6s    
step 00719 (98.0%) | loss: 3.086814 | lrm: 0.04 | dt: 416ms | tok/sec: 629,798 | mfu: 15.2% | epoch: 1 | remaining: 6s    
step 00720 (98.1%) | loss: 3.083266 | lrm: 0.04 | dt: 415ms | tok/sec: 631,899 | mfu: 15.3% | epoch: 1 | remaining: 5s    
step 00721 (98.3%) | loss: 3.081042 | lrm: 0.03 | dt: 416ms | tok/sec: 629,635 | mfu: 15.2% | epoch: 1 | remaining: 5s    
step 00722 (98.4%) | loss: 3.081330 | lrm: 0.03 | dt: 415ms | tok/sec: 631,325 | mfu: 15.3% | epoch: 1 | remaining: 4s    
step 00723 (98.5%) | loss: 3.069267 | lrm: 0.03 | dt: 416ms | tok/sec: 630,902 | mfu: 15.2% | epoch: 1 | remaining: 4s    
step 00724 (98.7%) | loss: 3.063500 | lrm: 0.03 | dt: 416ms | tok/sec: 629,440 | mfu: 15.2% | epoch: 1 | remaining: 4s    
step 00725 (98.8%) | loss: 3.063895 | lrm: 0.02 | dt: 415ms | tok/sec: 631,624 | mfu: 15.3% | epoch: 1 | remaining: 3s    
step 00726 (99.0%) | loss: 3.067325 | lrm: 0.02 | dt: 417ms | tok/sec: 629,297 | mfu: 15.2% | epoch: 1 | remaining: 3s    
step 00727 (99.1%) | loss: 3.063930 | lrm: 0.02 | dt: 415ms | tok/sec: 631,168 | mfu: 15.2% | epoch: 1 | remaining: 2s    
step 00728 (99.2%) | loss: 3.061321 | lrm: 0.02 | dt: 415ms | tok/sec: 631,893 | mfu: 15.3% | epoch: 1 | remaining: 2s    
step 00729 (99.4%) | loss: 3.060879 | lrm: 0.01 | dt: 417ms | tok/sec: 628,943 | mfu: 15.2% | epoch: 1 | remaining: 1s    
step 00730 (99.5%) | loss: 3.059634 | lrm: 0.01 | dt: 415ms | tok/sec: 630,963 | mfu: 15.2% | epoch: 1 | remaining: 1s    
step 00731 (99.6%) | loss: 3.056150 | lrm: 0.01 | dt: 417ms | tok/sec: 629,070 | mfu: 15.2% | epoch: 1 | remaining: 1s    
step 00732 (99.8%) | loss: 3.057915 | lrm: 0.00 | dt: 416ms | tok/sec: 630,521 | mfu: 15.2% | epoch: 1 | remaining: 0s    
step 00733 (99.9%) | loss: 3.058652 | lrm: 0.00 | dt: 415ms | tok/sec: 631,350 | mfu: 15.3% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.093226
training_seconds: 300.2
total_seconds:    343.5
peak_vram_mb:     22804.5
mfu_percent:      15.28
total_tokens_M:   192.4
num_steps:        734
num_params_M:     50.3
depth:            8
